id,timestamp,lat,lon,depth_dm,temp_cC,batt_mV,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,crc16,p_forrageio,comportamento
1,1705374000,759643,1131460,668,2419,3991,1067,-474,-361,121,186,-55,52767,0.3739,busca
1,1705374300,759651,1131649,1657,2190,3955,1219,-499,19,-134,173,-31,61044,0.4036,busca
1,1705374600,759712,1131567,1393,2204,3944,918,736,-350,11,-350,-96,33120,0.3948,busca
1,1705374900,759632,1131401,1998,2053,3905,586,11,-82,423,23,-112,51447,0.3795,busca
1,1705375200,759672,1131677,707,2350,3974,1210,-176,-807,-381,172,-55,52019,0.4406,busca
1,1705375500,759574,1131802,1506,2195,3927,660,146,-1438,-237,16,-121,37522,0.3235,busca
1,1705375800,759637,1132008,1615,2155,3944,448,-1513,-136,-177,-207,-82,9547,0.3992,busca
1,1705376100,759586,1132146,785,2436,3940,1656,-134,34,-95,-200,144,14171,0.3184,busca
1,1705376400,759489,1131972,1684,2131,3993,518,1330,-561,44,-409,-256,15414,0.4124,busca
1,1705376700,759515,1131771,1195,2242,3973,61,1505,-129,235,15,305,24034,0.473,busca
1,1705377000,759487,1131917,820,2414,3986,-803,-160,-662,64,-149,24,49408,0.4845,busca
1,1705377300,759446,1132169,1398,2268,3905,1038,1151,-842,-34,-243,301,5753,0.3828,busca
1,1705377600,759530,1132201,1361,2195,3965,579,-254,232,-168,32,76,42952,0.4156,busca
1,1705377900,759614,1132036,477,2366,3923,-32,-735,-292,-127,302,-32,52392,0.3613,busca
1,1705378200,759605,1131726,1091,2307,3936,2050,1603,-407,-183,72,-200,39305,0.3188,busca
1,1705378500,759575,1131342,1083,2260,3967,2086,-145,86,238,-35,-30,7954,0.3787,busca
1,1705378800,759616,1131796,1749,2132,3908,-89,-856,14,168,-111,64,22147,0.4078,busca
1,1705379100,759594,1132029,1430,2243,3949,-636,-588,-546,70,-105,-18,7000,0.5074,busca
1,1705379400,759617,1132037,1965,2099,3939,231,-572,-213,-199,123,102,9459,0.4268,busca
1,1705379700,759612,1131850,1338,2245,3963,769,-1833,-447,-137,-322,34,2193,0.5174,busca
1,1705380000,759591,1131918,1168,2233,3919,319,-372,-273,155,-400,65,61044,0.4527,busca
1,1705380300,759555,1132075,1378,2211,3925,633,157,-698,-230,168,-45,36764,0.413,busca
1,1705380600,759641,1132344,650,2372,3946,547,1180,-142,-73,37,-56,17114,0.4722,busca
1,1705380900,759713,1132292,1968,2085,3957,1038,-421,-446,-36,42,63,39168,0.619,busca
1,1705381200,759688,1132353,1178,2322,3955,518,234,-890,41,-265,60,14740,0.5143,busca
1,1705381500,759712,1132363,1328,2195,3919,1210,819,-288,91,-166,218,35389,0.4713,busca
1,1705381800,759680,1132325,1782,2042,3910,-64,1537,-564,293,18,-44,53717,0.4912,busca
1,1705382100,759572,1132297,333,2377,3942,1273,-51,-728,119,-159,386,24419,0.3848,busca
1,1705382400,759501,1132332,1746,2178,3899,-1663,-341,-22,-332,-210,-155,345,0.5003,busca
1,1705382700,759506,1132408,1062,2346,3960,174,92,-474,-49,128,-414,55573,0.3881,busca
1,1705383000,759549,1132131,1576,2236,3918,939,-434,-296,-169,219,-158,20868,0.4677,busca
1,1705383300,759646,1132145,1042,2284,3998,-114,676,120,265,-205,-464,37814,0.3688,busca
1,1705383600,759645,1131927,619,2394,3959,2371,905,-1109,51,21,228,17990,0.577,busca
1,1705383900,759653,1131920,1989,2077,3971,-1899,382,-250,186,-171,-4,23318,0.5217,busca
1,1705384200,759676,1132096,1616,2190,3904,289,-399,-972,44,-51,245,34757,0.4919,busca
1,1705384500,759728,1132340,1897,2162,3952,-73,-1677,713,152,-89,-133,1592,0.3802,busca
1,1705384800,759708,1132675,1531,2145,3923,142,-292,-493,-14,-78,-25,56749,0.5402,busca
1,1705385100,759700,1132569,1085,2324,3972,273,657,-623,46,-211,275,416,0.5073,busca
1,1705385400,759678,1132427,779,2399,3899,-17,-893,139,293,27,-225,24193,0.3002,busca
1,1705385700,759542,1132164,1324,2249,3956,1673,-1369,-129,11,-5,-48,12497,0.5219,busca
1,1705386000,759543,1132258,491,2418,3966,-168,288,-363,-180,-48,182,61255,0.4859,busca
1,1705386300,759629,1132214,1583,2205,3996,-307,-781,-578,-11,352,-164,41141,0.562,busca
1,1705386600,759654,1132255,2138,2073,3907,905,473,33,-41,152,-36,27985,0.2959,busca
1,1705386900,759794,1132410,1610,2174,3946,-375,1155,159,-12,-129,42,15157,0.5907,busca
1,1705387200,759811,1132435,1217,2279,3976,935,-197,-1714,-1,-72,83,59372,0.4491,busca
1,1705387500,759757,1132596,492,2427,3909,465,-1104,-626,272,-210,325,20816,0.4638,busca
1,1705387800,759719,1132275,1502,2157,3930,-1038,-1501,-525,117,-34,135,45723,0.5728,busca
1,1705388100,759711,1132312,356,2411,3992,448,-186,-18,-277,-232,-109,14143,0.337,busca
1,1705388400,759626,1132614,821,2280,3950,1055,-887,-114,387,-69,82,56606,0.4284,busca
1,1705388700,759609,1132434,2118,2158,3992,1069,954,-460,-163,-300,135,17167,0.5557,busca
1,1705389000,759636,1132511,1505,2183,3995,951,-433,-746,-474,-59,385,48865,0.5165,busca
1,1705389300,759639,1132557,1062,2248,3942,886,1021,-767,-125,-112,-108,52762,0.6258,busca
1,1705389600,759642,1132499,1126,2290,3987,26,-174,-539,-348,53,-147,7656,0.3532,busca
1,1705389900,759670,1132257,1226,2223,3899,777,1087,-895,53,125,101,34241,0.4637,busca
1,1705390200,759587,1132066,654,2417,3972,1446,-302,-444,-294,-327,192,59574,0.4185,busca
1,1705390500,759557,1131972,1365,2312,3950,18,-1169,-66,-92,-173,-40,59915,0.5638,busca
