id,timestamp,lat,lon,depth_dm,temp_cC,batt_mV,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,crc16,p_forrageio,comportamento
1,1704855600,759643,1131460,422,2462,3915,1199,-295,-228,139,-349,-99,53656,0.3292,busca
1,1704855900,759570,1131377,1719,2135,3951,1921,164,-343,-57,-185,-161,61321,0.5074,busca
1,1704856200,759598,1131526,1124,2247,3958,1201,1021,-1354,337,-311,252,41589,0.3919,busca
1,1704856500,759631,1131553,448,2446,3932,1745,-339,-723,-99,-135,-128,21455,0.3983,busca
1,1704856800,759636,1131335,1755,2210,3903,-71,-464,-21,205,98,8,40715,0.2558,busca
1,1704857100,759646,1130989,652,2346,3942,1629,412,-294,68,-212,237,19333,0.474,busca
1,1704857400,759680,1130762,1555,2169,3931,1560,-293,-765,159,-140,29,44887,0.4172,busca
1,1704857700,759658,1130433,375,2409,3979,-397,-129,-705,-215,51,-97,8100,0.3502,busca
1,1704858000,759612,1130130,1847,2032,3940,742,533,-333,300,120,144,26286,0.3607,busca
1,1704858300,759553,1130106,1026,2241,3917,575,-1127,-464,211,172,13,14789,0.5505,busca
1,1704858600,759544,1130016,271,2418,3900,271,-801,-251,38,22,77,4514,0.3325,busca
1,1704858900,759625,1129888,1338,2235,3948,283,1218,-1643,195,-161,-26,54991,0.4595,busca
1,1704859200,759646,1129760,972,2373,3938,522,822,-6,-383,-215,-215,25991,0.5385,busca
1,1704859500,759639,1129892,1515,2173,3911,1830,64,-513,140,-291,-13,37178,0.4857,busca
1,1704859800,759645,1130123,924,2330,3903,-690,665,-911,44,-25,236,51248,0.4701,busca
1,1704860100,759661,1130456,1106,2282,3992,2201,669,-1936,67,84,-204,54028,0.4822,busca
1,1704860400,759692,1130267,876,2362,3979,-649,-178,-1485,10,123,-49,56533,0.4125,busca
1,1704860700,759719,1129975,982,2266,3953,661,-190,-1271,-45,101,97,34405,0.4193,busca
1,1704861000,759747,1129772,1508,2146,3994,-586,-737,-550,-87,-314,124,24544,0.5093,busca
1,1704861300,759755,1129948,1222,2301,3963,1448,1214,-309,114,-208,97,7229,0.408,busca
1,1704861600,759679,1129955,760,2390,3973,609,200,-345,-126,155,97,28935,0.4122,busca
1,1704861900,759716,1129851,925,2349,3929,-840,-20,-481,79,-207,-136,62546,0.4575,busca
1,1704862200,759704,1129567,2252,2048,3952,2152,-1406,236,297,91,164,56284,0.519,busca
1,1704862500,759705,1129632,590,2428,3922,1197,-203,158,60,29,-315,25468,0.4256,busca
1,1704862800,759671,1129755,778,2323,3986,1456,990,-415,155,127,67,16637,0.4835,busca
1,1704863100,759690,1129913,1327,2201,3949,-134,-61,-516,-47,-23,89,60543,0.4344,busca
1,1704863400,759668,1129702,328,2381,3947,-207,1231,-1454,-12,-131,-401,10248,0.3676,busca
1,1704863700,759569,1129894,1805,2205,3904,1401,-1275,-530,-131,187,-127,48470,0.4752,busca
1,1704864000,759614,1129759,312,2390,3915,-857,-17,-618,-334,-78,301,39079,0.5438,busca
1,1704864300,759606,1129641,2160,2026,3909,-956,659,-440,-70,89,0,3719,0.5208,busca
1,1704864600,759582,1129694,993,2226,3977,-339,919,-938,-81,150,-198,30622,0.3553,busca
1,1704864900,759570,1129165,624,2365,3989,-460,1073,-443,-3,-60,124,35111,0.5169,busca
1,1704865200,759548,1129135,621,2380,3979,334,1147,-331,-56,17,323,19187,0.4943,busca
1,1704865500,759541,1129596,1830,2097,3971,238,74,-1116,-369,-392,-67,33910,0.416,busca
1,1704865800,759506,1129555,1014,2277,3963,4685,-562,-800,-197,-168,65,6198,0.5226,busca
1,1704866100,759489,1129491,1007,2304,3900,-891,-350,-865,-237,-79,27,26062,0.5394,busca
1,1704866400,759465,1129545,1565,2222,3950,-877,-120,-1173,-90,-32,-2,25227,0.5712,busca
1,1704866700,759478,1129436,678,2389,3978,425,1086,-76,114,-16,40,19731,0.563,busca
1,1704867000,759469,1129506,1731,2113,3945,1180,-1230,-1066,456,-149,-18,19605,0.4792,busca
1,1704867300,759384,1129512,589,2407,3918,1235,462,-237,53,143,-188,35117,0.5132,busca
1,1704867600,759373,1129369,907,2380,3955,1580,71,-914,-122,435,-168,179,0.5152,busca
1,1704867900,759375,1129416,1157,2326,3961,-1521,365,-1025,99,-57,-244,21808,0.4012,busca
1,1704868200,759400,1129247,744,2433,3947,890,-354,-463,-154,166,67,45428,0.4551,busca
1,1704868500,759377,1129010,1302,2266,3901,697,-1071,-408,97,42,75,36478,0.5539,busca
1,1704868800,759392,1128882,587,2484,3959,0,995,-649,-37,-207,-139,32036,0.5482,busca
1,1704869100,759405,1128976,670,2344,3917,-25,335,-854,-68,135,98,36292,0.2736,busca
1,1704869400,759402,1129236,1863,2165,3968,1829,218,-37,126,-22,-56,46985,0.504,busca
1,1704869700,759375,1129160,1566,2234,3980,-979,27,311,-361,-19,-251,27515,0.5099,busca
1,1704870000,759407,1129138,897,2340,3942,1344,173,-330,230,-60,8,63073,0.4727,busca
1,1704870300,759326,1129026,1798,2086,3905,1803,-333,-689,-314,388,-123,51053,0.5572,busca
1,1704870600,759289,1129084,757,2309,3899,-525,-112,146,-56,-163,-60,33045,0.5104,busca
1,1704870900,759290,1129196,1618,2155,3984,644,-93,335,-395,-147,-1,28833,0.4861,busca
1,1704871200,759310,1129296,902,2445,3984,-480,-1041,-721,118,39,229,61110,0.5507,busca
1,1704871500,759300,1129479,922,2322,3982,342,337,-591,-49,320,-82,39962,0.4552,busca
1,1704871800,759349,1129647,1196,2262,3942,223,-319,-139,42,-92,-70,57471,0.503,busca
1,1704872100,759377,1129608,1733,2156,3950,192,-16,-251,115,-366,-68,30381,0.5052,busca
1,1704872400,759433,1129636,1621,2070,3909,-13,-2703,-718,70,-81,-46,55716,0.4487,busca
1,1704872700,759469,1129465,449,2454,3903,-567,-591,-1510,-344,73,211,13833,0.458,busca
1,1704873000,759378,1129467,1008,2294,3953,2439,1881,-761,-62,48,16,16793,0.6084,busca
1,1704873300,759334,1129491,474,2414,3932,491,-882,-163,143,-196,-69,48472,0.4531,busca
1,1704873600,759308,1129828,1186,2235,3921,-1139,-172,149,-35,28,-194,1739,0.58,busca
1,1704873900,759290,1129901,413,2433,3963,567,-794,-770,-32,-231,-108,51696,0.6931,busca
1,1704874200,759256,1129933,1603,2155,3938,626,917,-912,-113,165,-87,41812,0.534,busca
1,1704874500,759250,1130004,1847,2134,3926,-555,122,-469,91,86,-165,17028,0.5851,busca
1,1704874800,759286,1130092,1556,2160,3922,656,983,-285,-399,96,137,39229,0.621,busca
1,1704875100,759266,1130159,2295,1971,3955,506,-284,514,-295,-129,-16,58176,0.6074,busca
1,1704875400,759287,1130120,495,2390,3960,-3855,124,-547,133,397,-154,9959,0.5563,forrageando
1,1704875700,759318,1130203,412,2359,3904,-2116,152,-2382,-274,350,387,62837,0.6742,forrageando
1,1704876000,759305,1130277,970,2311,3908,-1416,607,-2975,1130,-528,-896,13910,0.6385,forrageando
1,1704876300,759313,1130419,383,2413,3902,703,-2675,-836,-519,-32,28,9691,0.5689,forrageando
1,1704876600,759321,1130360,1605,2171,3973,-2330,367,-1914,322,-801,-519,4724,0.573,forrageando
1,1704876900,759302,1130307,538,2437,3955,-5679,2297,481,-4,178,188,5882,0.5973,forrageando
