id,timestamp,lat,lon,depth_dm,temp_cC,batt_mV,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,crc16,p_forrageio,comportamento
1,1705287600,759643,1131460,570,2439,3904,989,-1164,-227,-160,81,-23,22393,0.4276,busca
1,1705287900,759580,1131439,1703,2131,3936,1193,50,-639,-497,196,-119,10390,0.4021,busca
1,1705288200,759536,1131669,1328,2237,3939,1036,-14,465,14,116,339,32289,0.4972,busca
1,1705288500,759664,1131736,228,2538,3987,960,-118,-194,120,51,40,6648,0.2815,transitando
1,1705288800,759597,1131399,238,2433,3993,1047,293,4,-37,16,3,47726,0.4823,transitando
1,1705289100,759603,1131003,156,2331,3929,1482,-119,101,-63,-25,8,2302,0.2931,transitando
1,1705289400,759644,1130639,103,2538,3966,928,-532,148,-35,-128,-31,64999,0.3663,transitando
1,1705289700,759668,1130995,456,2512,3957,891,-67,211,-11,83,-52,58647,0.4398,transitando
1,1705290000,759616,1130516,193,2551,3908,725,-433,198,-50,-83,-9,28797,0.3567,transitando
1,1705290300,759567,1130295,460,2457,3982,1154,-851,-95,146,-37,-1,27300,0.3974,transitando
1,1705290600,759681,1130158,364,2615,3956,1283,313,356,-40,12,40,57680,0.459,transitando
1,1705290900,759696,1130420,133,2392,3907,1313,-567,198,-33,96,-14,2547,0.3006,transitando
1,1705291200,759606,1130711,565,2314,3936,-150,-76,234,20,-162,-5,16780,0.3726,transitando
1,1705291500,759560,1130538,97,2493,3980,1100,452,-77,-117,2,16,8238,0.397,transitando
1,1705291800,759526,1130261,438,2428,3904,961,-328,-381,-74,121,22,15389,0.464,transitando
1,1705292100,759561,1130482,142,2523,3967,1420,270,-27,124,-58,-58,60032,0.4805,transitando
1,1705292400,759477,1130688,551,2382,3918,332,-318,-34,122,-61,39,50377,0.4207,transitando
1,1705292700,759413,1130639,392,2468,3976,1217,-131,-142,24,-8,-11,13906,0.5118,transitando
1,1705293000,759447,1130512,289,2439,3966,1056,-458,224,115,-50,84,24077,0.438,transitando
1,1705293300,759521,1130769,137,2480,3922,753,-173,-267,-84,88,-48,4310,0.4212,transitando
1,1705293600,759553,1131133,138,2484,3905,1075,108,37,112,-212,24,51474,0.4287,transitando
1,1705293900,759457,1130841,147,2504,3951,1366,255,-175,-94,136,-46,30741,0.4933,transitando
1,1705294200,759456,1131038,300,2432,3985,803,17,60,-43,-67,57,11513,0.4045,transitando
