id,timestamp,lat,lon,depth_dm,temp_cC,batt_mV,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,crc16,p_forrageio,comportamento
1,1705460400,759643,1131460,1428,2242,3968,600,-301,-527,240,31,-188,47709,0.3605,busca
1,1705460700,759584,1131426,1569,2222,3910,462,511,-790,-198,45,-19,49885,0.369,busca
1,1705461000,759578,1131822,587,2434,3951,1696,747,-181,-147,-57,-7,39167,0.5015,busca
1,1705461300,759598,1131721,1764,2207,3983,28,-703,-246,364,108,82,9014,0.4175,busca
1,1705461600,759641,1131927,851,2342,3960,593,854,-482,-189,-84,-273,10675,0.3754,busca
1,1705461900,759687,1132132,2013,2094,3914,664,-572,509,112,57,56,51308,0.4138,busca
1,1705462200,759644,1132429,1721,2170,3973,272,458,-292,203,61,-176,10564,0.3892,busca
1,1705462500,759620,1132566,341,2462,3914,743,-268,-694,-341,-110,290,59257,0.4996,busca
1,1705462800,759594,1132313,2252,2162,3990,516,-1314,-125,-147,23,-4,52615,0.4652,busca
1,1705463100,759541,1132426,946,2281,3923,-1613,-248,-888,-307,105,2,11331,0.4164,busca
1,1705463400,759503,1132499,549,2320,3934,2179,-487,-438,172,-334,-102,27467,0.3677,busca
1,1705463700,759508,1132775,462,2374,3946,-1030,-913,-227,-76,-98,218,19105,0.3711,busca
1,1705464000,759441,1132664,883,2344,3904,-487,731,-541,-55,-215,-43,61889,0.4628,busca
1,1705464300,759412,1132975,1532,2204,3993,1126,165,-961,-182,190,-57,56640,0.4373,busca
1,1705464600,759458,1133025,463,2430,3913,1491,684,-386,-256,-130,207,47910,0.5143,busca
1,1705464900,759450,1132953,1457,2228,3950,218,863,-803,89,-396,-90,15278,0.3907,busca
1,1705465200,759536,1132693,406,2447,3972,-1376,786,-257,-77,-108,15,64080,0.3842,busca
1,1705465500,759534,1132834,2052,2080,3927,535,793,-748,84,100,-112,9017,0.484,busca
1,1705465800,759593,1132627,1099,2251,3934,-361,844,-1623,42,538,213,17253,0.477,busca
1,1705466100,759600,1132776,2009,2092,3974,-92,-210,-833,-110,364,3,45189,0.3907,busca
1,1705466400,759560,1133013,610,2359,3931,-151,137,-791,312,-223,61,60283,0.4261,busca
1,1705466700,759581,1132686,736,2354,3982,617,-696,-1215,-94,110,131,18199,0.4849,busca
1,1705467000,759630,1132900,450,2455,3949,71,1357,-253,-41,106,183,53042,0.5651,busca
1,1705467300,759660,1132856,1365,2251,3935,1909,-259,-783,180,21,-84,23542,0.4716,busca
1,1705467600,759685,1132721,644,2393,3905,241,-810,-1043,-151,420,-185,32827,0.3335,busca
1,1705467900,759577,1132282,1226,2219,3965,2531,-781,-20,-179,23,-59,17994,0.5205,busca
1,1705468200,759622,1132305,1756,2077,3948,1369,1152,9,-92,382,47,15208,0.3902,busca
1,1705468500,759523,1132296,1371,2195,3995,900,1064,6,31,307,-41,2289,0.4667,busca
1,1705468800,759549,1132826,356,2515,3908,1371,1044,-996,424,27,235,63130,0.3878,busca
1,1705469100,759579,1132688,695,2353,3977,1173,342,-128,-185,-45,21,53249,0.4603,busca
1,1705469400,759631,1132328,1320,2303,3943,1101,745,-514,-325,35,-125,50046,0.5121,busca
1,1705469700,759604,1132523,1267,2210,3910,666,1373,-409,313,31,-203,25694,0.4136,busca
1,1705470000,759519,1132743,1350,2307,3902,1366,1242,-464,-422,-656,-58,4197,0.4626,busca
1,1705470300,759451,1132368,1979,2081,3906,789,-579,-201,376,-121,-138,41937,0.5018,busca
1,1705470600,759461,1132374,1739,2194,3981,1984,-1115,-1208,-270,-64,-265,5365,0.4437,busca
1,1705470900,759500,1132330,1631,2180,3962,1059,-1123,-809,114,107,99,41261,0.5881,busca
1,1705471200,759511,1132404,964,2228,3972,-106,-181,-166,375,-190,11,30650,0.5396,busca
1,1705471500,759501,1132404,1655,2216,3954,903,-752,-806,15,-158,102,41443,0.4767,busca
1,1705471800,759481,1132610,333,2469,3960,1061,-505,-592,185,-206,-60,47150,0.5164,busca
1,1705472100,759504,1132511,755,2310,3917,-523,-548,-1155,91,-90,-100,10744,0.5808,busca
1,1705472400,759527,1132524,514,2469,3907,-204,-577,-453,193,25,-197,8256,0.4241,busca
1,1705472700,759533,1132739,486,2431,3903,836,-485,-536,75,-76,172,34762,0.5145,busca
1,1705473000,759566,1132587,900,2328,3906,-971,-896,-188,-293,-166,97,43255,0.4348,busca
1,1705473300,759546,1132411,443,2408,3987,-1155,95,-1083,-378,-81,77,59263,0.5534,busca
1,1705473600,759558,1132417,1359,2184,3979,1936,1249,-420,139,26,48,64146,0.496,busca
1,1705473900,759570,1132702,1633,2157,3974,3213,-694,-1100,210,-246,-264,59258,0.5612,busca
1,1705474200,759559,1132711,2047,2104,3905,844,399,-899,19,167,-124,43523,0.5019,busca
1,1705474500,759580,1132675,696,2391,3931,490,-1551,-1205,151,169,132,10358,0.5815,busca
1,1705474800,759617,1132776,420,2426,3959,2937,516,-970,-218,-350,-249,8990,0.4783,busca
1,1705475100,759634,1132920,1283,2330,3911,-423,945,107,-149,-112,-28,35873,0.491,busca
1,1705475400,759664,1132749,1318,2259,3976,1418,-221,-790,-257,62,-13,36913,0.4881,busca
1,1705475700,759634,1133256,601,2372,3944,-461,2240,-770,7,276,-133,50354,0.4289,busca
1,1705476000,759597,1133407,969,2326,3914,-2148,908,-1836,214,424,-343,18844,0.6097,forrageando
1,1705476300,759571,1133219,1097,2279,3973,-3610,2734,-14,466,744,-97,15749,0.5832,forrageando
1,1705476600,759550,1133240,468,2455,3913,-2990,1768,251,31,611,-126,15434,0.4801,forrageando
1,1705476900,759607,1133421,987,2263,3978,1003,683,1170,133,489,106,37246,0.3558,forrageando
1,1705477200,759591,1133748,1389,2320,3928,-246,-885,-2379,-634,316,-140,3148,0.5169,forrageando
1,1705477500,759586,1133794,261,2447,3965,-642,-1629,-114,37,-657,192,39860,0.5534,forrageando
1,1705477800,759569,1133865,987,2390,3956,1791,261,-2041,-80,-624,207,14525,0.4653,forrageando
1,1705478100,759589,1133744,1082,2270,3901,4353,3441,-401,-524,795,-43,38373,0.5465,forrageando
1,1705478400,759565,1133615,435,2444,3912,-909,1758,29,-699,-697,342,28696,0.6426,forrageando
1,1705478700,759577,1133598,1086,2230,3920,-1456,-2100,-2009,395,-22,-114,64448,0.5383,forrageando
