id,timestamp,lat,lon,depth_dm,temp_cC,batt_mV,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,crc16,p_forrageio,comportamento
1,1705633200,749810,532029,1598,2141,3946,648,260,-794,-106,-8,-232,62249,0.4455,busca
1,1705633500,749879,532078,986,2272,3904,1549,21,-633,-148,-84,83,24273,0.3409,busca
1,1705633800,749885,531760,386,2476,3970,-167,115,-669,-554,179,363,16919,0.5423,busca
1,1705634100,749899,531664,1311,2252,3921,2211,635,-804,-244,40,-79,41992,0.3507,busca
1,1705634400,749954,531573,1098,2234,3980,-660,1020,244,91,-6,63,57836,0.418,busca
1,1705634700,749909,531390,1096,2308,3950,58,1660,-361,-149,-63,3,2456,0.3566,busca
1,1705635000,749977,531468,718,2431,3979,1539,-735,-89,-99,-137,-173,61094,0.3662,busca
1,1705635300,750039,531955,1556,2210,3985,-871,127,-68,-394,-198,-217,9703,0.3051,busca
1,1705635600,749957,532325,1749,2084,3915,-444,-447,-574,56,-196,44,52384,0.4363,busca
1,1705635900,749923,532559,816,2354,3963,408,575,265,-150,262,-83,6923,0.4958,busca
1,1705636200,749982,532522,1007,2366,3963,2133,3,-898,-5,-320,86,59401,0.3218,busca
1,1705636500,750006,532206,1329,2177,3952,618,-682,-720,63,-99,196,57771,0.4307,busca
1,1705636800,750073,532255,340,2509,3934,315,-482,-477,147,17,-127,44691,0.4764,busca
1,1705637100,750166,532077,1986,2148,3967,-26,-1054,-579,-149,-100,33,46759,0.3973,busca
1,1705637400,750140,531722,409,2433,3994,866,-849,-458,60,-45,-21,3906,0.3757,busca
1,1705637700,750231,531818,991,2268,3963,1324,579,-226,57,-10,-286,19619,0.4031,busca
1,1705638000,750280,531485,1712,2221,3938,1021,777,-900,185,0,-36,29702,0.464,busca
1,1705638300,750303,531405,1340,2245,3957,1767,634,-635,89,253,127,34265,0.3903,busca
1,1705638600,750339,531359,1492,2183,3906,1047,-78,-336,-447,121,-50,18258,0.3667,busca
1,1705638900,750359,531473,1481,2202,3922,1031,335,-629,89,-29,117,2374,0.3973,busca
1,1705639200,750358,531147,314,2421,3918,-477,-320,-900,85,157,-52,20974,0.4254,busca
1,1705639500,750319,530929,587,2365,3962,1404,-334,593,65,-18,-192,50312,0.4699,busca
1,1705639800,750413,530904,365,2517,3992,1101,1001,-375,17,-237,-231,48793,0.3806,busca
1,1705640100,750444,531045,632,2271,3930,555,-253,-920,78,334,126,16118,0.5357,busca
1,1705640400,750461,531004,1348,2204,3930,-129,-1474,50,124,-129,-136,54541,0.3812,busca
1,1705640700,750339,531158,548,2358,3983,945,-952,-664,261,77,-57,17418,0.4798,busca
1,1705641000,750384,531324,1613,2232,3918,-1636,-93,-42,-166,-130,95,38860,0.5568,busca
1,1705641300,750417,531259,1068,2293,3928,1770,936,168,19,78,-21,21907,0.5437,busca
1,1705641600,750435,531261,439,2408,3988,-1070,614,-652,-71,-461,-99,65496,0.5202,busca
1,1705641900,750397,531121,452,2420,3973,376,-1720,-755,426,116,-232,42629,0.4488,busca
1,1705642200,750426,530929,771,2364,3961,-1290,593,-1430,-109,-6,-17,56934,0.2685,busca
1,1705642500,750289,531149,1108,2381,3920,-1216,1209,74,-63,-154,-226,36363,0.4487,busca
1,1705642800,750325,531349,1554,2278,3937,260,827,62,137,390,185,47630,0.554,busca
1,1705643100,750339,531339,1591,2148,3902,1431,532,-824,103,-9,-187,41693,0.4852,busca
1,1705643400,750386,531248,1578,2133,3955,-544,-757,-307,121,-86,202,56587,0.4464,busca
1,1705643700,750351,531405,1784,2114,3909,-357,-160,-1247,186,15,389,25572,0.6119,busca
1,1705644000,750315,531524,1554,2147,3946,-35,561,-1010,338,171,111,20512,0.4496,busca
1,1705644300,750289,531352,1677,2163,3963,-741,-1732,-817,-345,55,-247,6141,0.4797,busca
1,1705644600,750280,531169,345,2448,3920,1192,153,-1682,-3,-286,-143,65493,0.4738,busca
1,1705644900,750302,531465,1601,2246,3963,-370,422,-171,-47,40,-80,1724,0.5272,busca
1,1705645200,750309,531499,1628,2252,3960,776,-1126,-968,57,-225,197,818,0.527,busca
1,1705645500,750300,531512,1673,2144,3958,-3,189,-284,-5,-540,-18,33669,0.4197,busca
1,1705645800,750265,531309,1697,2168,3916,-1931,352,-426,-274,104,17,17320,0.608,busca
1,1705646100,750240,531326,796,2328,3909,1452,-1270,-152,328,27,211,8770,0.3803,busca
1,1705646400,750201,531172,556,2510,3986,1219,-862,420,99,273,184,49381,0.414,busca
1,1705646700,750195,531441,1618,2126,3907,785,-1508,-325,-132,116,24,54698,0.6197,busca
1,1705647000,750188,531529,1856,2119,3954,510,150,3,166,-166,6,21982,0.54,busca
1,1705647300,750173,531518,1813,2199,3904,285,363,-817,51,-185,-93,23293,0.5803,busca
1,1705647600,750174,531454,1349,2265,3976,-146,556,-264,-299,61,72,35293,0.4942,busca
1,1705647900,750158,531904,492,2403,3964,2301,111,-37,-333,257,-502,49708,0.5378,busca
1,1705648200,750184,531827,765,2306,3971,1885,330,71,-274,54,-289,46851,0.3175,busca
1,1705648500,750249,532068,1018,2247,3944,-1113,-256,-976,-216,-103,204,1484,0.6023,busca
1,1705648800,750272,532028,475,2476,3992,703,-1603,-1127,-302,-297,-322,57157,0.5643,busca
1,1705649100,750235,531947,840,2291,3937,945,463,-626,343,114,147,38949,0.6037,busca
1,1705649400,750265,532040,1870,2114,3991,-611,513,655,-318,-256,45,52046,0.5281,busca
1,1705649700,750274,532016,721,2459,3940,380,43,-463,-109,-36,-71,32580,0.5864,busca
1,1705650000,750289,532008,1629,2272,3918,-408,602,-311,-46,193,206,10045,0.5249,busca
1,1705650300,750261,531956,1953,2125,3992,2986,1416,23,-119,137,-123,41078,0.461,busca
1,1705650600,750259,532405,1209,2170,3932,-996,789,-782,119,84,227,41407,0.434,busca
1,1705650900,750301,532257,1588,2264,3961,1256,582,-908,-19,173,-231,20954,0.5,busca
1,1705651200,750314,532320,933,2304,3987,655,-710,-172,-88,282,-233,14352,0.4314,busca
1,1705651500,750358,532136,1643,2110,3956,-134,-1246,-298,267,28,-46,2136,0.6874,busca
1,1705651800,750342,532159,1011,2321,3931,1711,315,-189,-381,-139,84,33454,0.3801,busca
1,1705652100,750341,532477,950,2394,3976,813,-181,-994,23,114,-79,2784,0.6028,busca
1,1705652400,750328,532542,458,2404,3961,-305,-55,-804,36,153,-116,64063,0.5829,busca
1,1705652700,750349,532599,825,2343,3937,1883,495,-504,84,-172,21,19029,0.5884,busca
1,1705653000,750335,532607,936,2220,3945,459,361,-290,325,222,55,32670,0.5361,busca
1,1705653300,750363,532720,715,2321,3993,223,288,-417,-108,-152,-294,41172,0.4373,busca
1,1705653600,750373,532427,1711,2093,3925,1262,1029,-392,-96,-299,128,44013,0.4931,busca
1,1705653900,750412,532091,954,2297,3965,-61,173,-673,-185,-311,280,45308,0.5061,busca
