id,timestamp,lat,lon,depth_dm,temp_cC,batt_mV,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,crc16,p_forrageio,comportamento
1,1705114800,759643,1131460,902,2261,3905,958,-753,-161,173,87,224,969,0.3989,busca
1,1705115100,759610,1131878,1610,2209,3970,1247,342,-618,125,-344,149,54910,0.3846,busca
1,1705115400,759657,1131983,869,2329,3959,1937,-1349,20,-77,171,-146,36654,0.4547,busca
1,1705115700,759697,1132301,714,2312,3902,50,-507,-1040,133,74,-200,3085,0.4224,busca
1,1705116000,759650,1132105,1604,2267,3921,1039,614,74,-244,0,-383,841,0.5242,busca
1,1705116300,759631,1132147,1435,2181,3941,940,-176,-350,-34,283,-25,44941,0.4495,busca
1,1705116600,759602,1131933,716,2406,3950,-359,379,-573,-32,-164,71,53657,0.3418,busca
1,1705116900,759576,1132240,1603,2221,3911,364,1088,-739,-528,181,-121,52837,0.4152,busca
1,1705117200,759591,1132563,1868,2063,3970,220,-1612,-239,19,-46,-301,28494,0.3164,busca
1,1705117500,759430,1132805,804,2366,3988,-282,101,-1352,-164,229,-54,389,0.3712,busca
1,1705117800,759385,1132714,1620,2252,3941,163,49,64,-344,-273,-271,63730,0.4829,busca
1,1705118100,759457,1132476,1042,2375,3948,510,-326,-277,-50,-309,71,47143,0.5315,busca
1,1705118400,759478,1132406,786,2316,3983,-560,-622,-1235,204,-99,61,51814,0.4701,busca
1,1705118700,759444,1132509,318,2434,3910,-174,909,-831,-89,114,-6,20611,0.5236,busca
1,1705119000,759470,1132489,1898,2092,3913,1150,14,-226,178,336,52,54053,0.4525,busca
1,1705119300,759548,1132404,1985,2102,3926,27,448,-52,-33,-230,-171,62891,0.3738,busca
1,1705119600,759550,1132151,1641,2182,3948,-187,-96,-610,78,-134,-69,46762,0.48,busca
1,1705119900,759572,1132439,1798,2146,3961,1202,88,393,52,-180,-51,44410,0.5908,busca
1,1705120200,759578,1132369,1276,2296,3978,889,369,218,145,401,-99,43138,0.4036,busca
1,1705120500,759541,1132373,779,2318,3908,1033,1176,-1658,-290,30,11,8215,0.442,busca
1,1705120800,759514,1132714,1448,2322,3904,1101,297,-109,178,140,142,2857,0.4846,busca
1,1705121100,759468,1132889,574,2452,3900,-337,1355,-950,146,379,-32,3176,0.589,busca
1,1705121400,759486,1132879,353,2444,3937,-978,-140,-945,330,207,-213,11333,0.4289,busca
1,1705121700,759467,1133172,1220,2232,3968,-520,-181,-136,189,-96,12,31261,0.5416,busca
1,1705122000,759450,1133153,1533,2125,3926,678,989,-159,175,-46,-108,12468,0.3825,busca
1,1705122300,759512,1132998,1006,2303,3949,1017,1416,-595,110,106,-89,39854,0.503,busca
1,1705122600,759499,1133105,426,2376,3945,1360,-225,-779,-186,244,206,55190,0.3166,busca
1,1705122900,759613,1133647,569,2453,3902,1028,938,-366,-141,91,21,10872,0.4423,busca
1,1705123200,759651,1133839,871,2366,3991,324,745,-232,-101,-241,90,15621,0.4555,busca
1,1705123500,759637,1133589,994,2328,3909,1726,557,-1418,181,310,-57,50523,0.4567,busca
1,1705123800,759515,1133607,787,2402,3960,2010,804,-668,52,-26,-173,59062,0.4597,busca
1,1705124100,759477,1133967,953,2271,3899,-595,-1140,-75,-92,321,32,41435,0.4551,busca
1,1705124400,759438,1134352,442,2441,3948,1671,-715,422,180,0,-156,14198,0.4973,busca
