id,timestamp,lat,lon,depth_dm,temp_cC,batt_mV,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,crc16,p_forrageio,comportamento
1,1705201200,749810,532029,1566,2176,3917,99,-49,-980,-144,-163,3,40500,0.3183,busca
1,1705201500,749697,531799,745,2312,3920,1738,-578,-484,201,-66,17,48119,0.3164,busca
1,1705201800,749799,532052,637,2435,3992,366,1186,-398,37,-75,2,25044,0.3218,busca
1,1705202100,749770,531854,676,2301,3962,1657,209,-48,41,185,-137,55727,0.3801,busca
1,1705202400,749808,531939,1413,2289,3918,-458,-369,-393,6,-209,-309,16756,0.4445,busca
1,1705202700,749853,532173,1404,2222,3916,1065,161,-390,95,-151,-308,38059,0.3731,busca
1,1705203000,749791,532509,417,2441,3915,570,-1005,-691,35,193,109,35605,0.4332,busca
1,1705203300,749788,532771,374,2454,3989,-53,561,164,25,90,-32,9339,0.4167,busca
1,1705203600,749776,532932,665,2323,3974,-576,-567,68,168,151,231,7644,0.354,busca
1,1705203900,749703,532665,390,2438,3918,1407,-1761,-787,270,-53,85,59350,0.424,busca
1,1705204200,749666,532971,1152,2336,3996,746,-153,-699,-131,-49,284,63798,0.445,busca
1,1705204500,749614,533171,670,2420,3916,535,-1234,-1668,196,10,43,48372,0.357,busca
1,1705204800,749724,533373,1340,2263,3988,-129,-225,-862,-144,-189,200,31433,0.3013,busca
1,1705205100,749709,532765,1380,2208,3913,-1574,-459,-298,-50,-83,-60,63061,0.4217,busca
1,1705205400,749691,532937,1349,2248,3956,418,-275,-452,96,-23,-184,55288,0.3448,busca
1,1705205700,749751,532479,1957,2068,3996,237,0,315,-135,-86,77,12120,0.3252,busca
1,1705206000,749844,532639,1380,2181,3973,-358,-462,-445,69,77,-42,55100,0.3588,busca
1,1705206300,749781,532835,1149,2260,3996,1502,-1206,-1386,367,191,11,48499,0.2975,busca
1,1705206600,749860,533359,1741,2170,3922,448,-542,46,-246,-58,149,41418,0.4119,busca
1,1705206900,749814,533459,575,2420,3996,-2254,22,-631,51,223,-115,29055,0.4254,busca
1,1705207200,749836,533340,1369,2286,3903,-629,459,-1053,319,-84,-266,58292,0.3576,busca
