id,timestamp,lat,lon,depth_dm,temp_cC,batt_mV,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,crc16,p_forrageio,comportamento
1,1704423600,759643,1131460,954,2467,3970,-1432,1111,-368,405,302,-120,5433,0.3676,busca
1,1704423900,759576,1131472,1303,2242,3985,411,229,-379,-278,153,-103,46642,0.463,busca
1,1704424200,759566,1131722,429,2418,3951,1235,105,2,-141,54,-10,43136,0.3192,transitando
1,1704424500,759462,1131908,166,2464,3948,465,-394,351,-9,-47,48,14862,0.3463,transitando
1,1704424800,759575,1131888,135,2509,3937,1900,89,97,19,91,-72,3422,0.4202,transitando
1,1704425100,759634,1131864,148,2500,3976,-18,619,179,-53,-157,63,54282,0.3845,transitando
1,1704425400,759599,1131672,141,2403,3897,1179,565,-130,-111,84,21,63926,0.4494,transitando
1,1704425700,759681,1131378,206,2459,3976,1013,58,320,-31,115,46,28417,0.4996,transitando
1,1704426000,759620,1131040,185,2429,3995,1963,411,152,48,-18,60,31146,0.3848,transitando
1,1704426300,759636,1130672,168,2515,3941,568,-248,-109,147,-125,22,54771,0.4465,transitando
1,1704426600,759700,1130881,230,2356,3914,318,-267,75,73,-167,65,33311,0.3415,transitando
1,1704426900,759682,1131358,405,2360,3898,1107,157,162,-134,119,-12,8886,0.4005,transitando
1,1704427200,759727,1131406,185,2446,3904,1173,-161,-171,-97,36,-34,57159,0.5003,transitando
1,1704427500,759725,1131340,466,2514,3941,929,247,370,40,-15,0,29554,0.3104,transitando
1,1704427800,759809,1131319,201,2481,3975,1505,-234,-27,38,-97,11,10103,0.3518,transitando
1,1704428100,759890,1131434,452,2466,3981,960,368,294,-45,138,12,45335,0.491,transitando
1,1704428400,759846,1131639,578,2355,3978,385,369,32,4,12,-66,3344,0.3606,transitando
1,1704428700,759862,1131795,259,2419,3953,1924,-257,80,0,-31,-44,36012,0.4435,transitando
1,1704429000,759911,1131649,251,2435,3966,2060,-205,42,54,125,-11,7144,0.4272,transitando
1,1704429300,759970,1131434,419,2470,3902,668,166,174,29,91,28,30443,0.5768,transitando
1,1704429600,760007,1131344,126,2457,3960,693,24,-250,39,-75,-31,15563,0.3618,transitando
1,1704429900,760066,1131339,470,2430,3982,963,-157,213,190,227,38,45008,0.3945,transitando
1,1704430200,760126,1131455,226,2416,3965,1186,-232,-213,68,-25,43,22682,0.5105,transitando
1,1704430500,760140,1131446,206,2417,3975,1227,-23,46,-1,144,28,33105,0.5871,transitando
1,1704430800,760134,1131570,250,2436,3978,693,171,306,222,0,117,37619,0.4975,transitando
1,1704431100,760057,1131190,117,2388,3961,1260,-182,-367,-186,102,-44,56096,0.4141,transitando
1,1704431400,760081,1130941,177,2490,3972,1777,195,222,83,104,40,20993,0.4821,transitando
1,1704431700,760118,1130483,246,2437,3949,1141,379,-10,-153,35,-15,8390,0.4893,transitando
1,1704432000,760166,1130629,433,2423,3975,1427,176,-29,57,27,-17,4165,0.376,transitando
