id,timestamp,lat,lon,depth_dm,temp_cC,batt_mV,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,crc16,p_forrageio,comportamento
1,1705806000,759643,1131460,1441,2115,3949,1681,-519,185,-376,-136,52,57491,0.2753,busca
1,1705806300,759705,1131129,929,2269,3964,776,527,115,23,-32,109,42055,0.5203,busca
1,1705806600,759708,1130993,1819,2139,3997,3326,51,-823,-120,-170,58,13398,0.3595,busca
1,1705806900,759738,1130880,1037,2323,3903,-113,-377,-1214,4,-51,-61,17924,0.3046,busca
1,1705807200,759760,1131142,1426,2173,3998,-781,499,-469,-139,-582,19,40141,0.3609,busca
1,1705807500,759840,1131051,1405,2137,3938,-186,563,-809,-93,301,-42,5057,0.3939,busca
1,1705807800,759742,1131399,1714,2126,3994,1272,-52,-978,61,-51,-211,22756,0.5064,busca
1,1705808100,759728,1131472,2243,1959,3899,1761,-1013,-297,-328,-6,-88,18928,0.3144,busca
1,1705808400,759847,1131219,567,2444,3997,1241,-482,-1085,-152,328,137,30800,0.3231,busca
1,1705808700,759730,1131122,1667,2213,3930,712,-721,-422,282,-302,244,1629,0.3481,busca
1,1705809000,759669,1131443,1634,2233,3930,1594,-172,-1310,71,92,206,60134,0.3307,busca
1,1705809300,759729,1131553,1167,2308,3930,2801,-433,-371,-116,135,-102,15258,0.517,busca
1,1705809600,759741,1131467,1484,2264,3993,-593,1352,-584,-400,38,225,9243,0.386,busca
1,1705809900,759706,1131500,1181,2312,3946,-1321,-1254,-732,-204,-191,-301,10588,0.5022,busca
1,1705810200,759709,1131580,564,2390,3988,1720,768,-841,-172,-174,-65,13035,0.4562,busca
1,1705810500,759753,1131632,1626,2156,3987,229,261,138,-60,175,-175,21010,0.499,busca
1,1705810800,759826,1131881,1391,2305,3942,-598,697,551,129,-5,-24,64718,0.5325,busca
1,1705811100,759839,1132016,653,2397,3924,481,-1408,235,66,-145,68,13537,0.5138,busca
1,1705811400,759799,1132012,1718,2078,3906,-490,-885,-1280,-331,125,189,16096,0.3609,busca
1,1705811700,759822,1131741,1580,2199,3908,708,429,218,-79,-158,48,11017,0.3643,busca
1,1705812000,759753,1132032,608,2439,3978,407,1379,-214,114,-110,-258,52595,0.3123,busca
1,1705812300,759747,1131713,2002,2062,3997,1232,1069,-407,12,144,211,23383,0.4738,busca
1,1705812600,759811,1131646,1083,2365,3914,-1298,-313,-1138,-54,48,116,10133,0.4241,busca
1,1705812900,759771,1131683,1296,2324,3976,871,-443,-790,-41,-62,-68,19048,0.4534,busca
1,1705813200,759761,1132113,1466,2271,3921,429,-1614,-659,-262,-126,247,64160,0.4131,busca
