id,timestamp,lat,lon,depth_dm,temp_cC,batt_mV,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,crc16,p_forrageio,comportamento
1,1704250800,749810,532029,633,2328,3985,358,242,514,-412,346,-107,63558,0.3164,busca
1,1704251100,749752,531723,631,2357,3939,-40,-620,-644,57,-219,264,26411,0.269,busca
1,1704251400,749882,531708,1384,2239,3951,2833,198,-917,224,181,-84,8424,0.5627,busca
1,1704251700,749872,531747,311,2427,3903,1082,-321,-407,312,-158,153,59757,0.5189,busca
1,1704252000,749880,531889,1596,2277,3963,-1222,-65,-447,-75,-236,-72,38307,0.4117,busca
1,1704252300,749823,532090,785,2338,3950,58,-1072,-449,15,-71,-71,51366,0.3785,busca
1,1704252600,749806,531869,1855,2108,3998,-1161,-201,182,-284,-132,86,43487,0.4008,busca
1,1704252900,749900,531878,634,2442,3928,310,980,-310,190,-214,101,41119,0.3853,busca
1,1704253200,749995,531991,1979,2136,3985,428,-819,-193,-314,-186,-76,49790,0.5845,busca
1,1704253500,750011,532037,1509,2318,3947,1035,-669,-1146,208,148,-41,30381,0.5746,busca
1,1704253800,749979,531997,1514,2273,3965,3082,1320,-494,37,190,0,49711,0.3296,busca
1,1704254100,749856,531691,1377,2184,3915,-188,-937,307,73,-62,186,21511,0.3147,busca
1,1704254400,749962,531546,755,2278,3955,1265,80,97,-216,188,209,22435,0.4932,busca
1,1704254700,749912,531149,1806,2157,3971,-86,-639,-1668,1,21,29,7828,0.4244,busca
1,1704255000,749892,530853,339,2454,3904,-630,245,-830,-243,-72,81,63278,0.51,busca
1,1704255300,749886,530814,1003,2244,3951,115,-685,-1815,16,64,346,45158,0.4601,busca
1,1704255600,749826,530526,1926,2074,3941,753,1051,20,-188,-46,-89,25730,0.3365,busca
1,1704255900,749883,530226,776,2370,3926,2004,-1036,-621,-266,459,61,53069,0.4223,busca
1,1704256200,749929,530097,556,2341,3904,-130,359,-408,-134,140,-5,34975,0.518,busca
1,1704256500,749953,530226,1428,2302,3945,293,-1217,-1096,-85,-221,92,57464,0.4915,busca
1,1704256800,750042,530022,1117,2330,3976,-1703,592,374,-352,1,-68,20200,0.4849,busca
1,1704257100,750079,529845,1508,2130,3932,934,650,502,81,179,213,28018,0.5125,busca
1,1704257400,750112,529893,1566,2177,3909,2203,-589,-19,355,92,-129,1913,0.3887,busca
1,1704257700,750118,530125,1681,2269,3903,502,375,67,189,438,103,11672,0.4315,busca
1,1704258000,750129,530263,341,2336,3951,1979,370,-239,306,-109,246,28430,0.3813,busca
1,1704258300,750087,530369,695,2334,3941,544,-408,4,262,193,-372,32328,0.5151,busca
1,1704258600,750109,530393,1945,2172,3949,-726,525,-929,99,183,51,61754,0.4058,busca
1,1704258900,750130,530589,1752,2144,3976,1280,252,533,109,-381,217,37434,0.5203,busca
1,1704259200,750108,530609,1740,2180,3905,-700,30,-644,234,-38,135,19250,0.5726,busca
1,1704259500,750078,530617,1004,2374,3927,-408,605,-1257,-63,-108,8,23150,0.3121,busca
1,1704259800,749998,530921,693,2321,3910,54,253,24,-4,-196,-126,32125,0.5814,busca
1,1704260100,749975,530951,1409,2201,3989,-2319,167,-1175,631,-38,178,42708,0.5689,busca
1,1704260400,749961,531026,710,2367,3906,484,-465,-726,246,355,-39,52613,0.4646,busca
1,1704260700,750050,531232,861,2292,3987,1984,1682,-620,-417,-15,-95,41451,0.416,busca
1,1704261000,750077,531356,259,2399,3943,874,-473,-16,335,481,-171,21470,0.5746,forrageando
1,1704261300,750101,531266,579,2380,3905,1211,-5557,-588,93,344,-474,45907,0.419,forrageando
1,1704261600,750110,530848,289,2341,3915,-1779,-3497,-1236,94,-326,-11,1011,0.5135,forrageando
1,1704261900,750158,530765,221,2414,3957,-3272,-749,-1483,-846,-124,-105,40371,0.532,forrageando
1,1704262200,750137,530649,1364,2094,3995,772,-912,-834,639,729,591,21123,0.4873,forrageando
1,1704262500,750152,530527,1046,2221,3928,-1525,-981,-1305,21,-660,-29,51456,0.5391,forrageando
1,1704262800,750142,530723,883,2385,3967,-348,476,-2021,-627,184,-131,23449,0.6024,forrageando
1,1704263100,750090,530776,1484,2202,3962,3204,398,-1657,771,-670,151,56125,0.3616,forrageando
1,1704263400,750086,531142,433,2488,3980,1625,-523,-1316,279,-290,-275,11352,0.4537,forrageando
1,1704263700,750083,530990,784,2337,3936,-1596,-424,-699,-415,67,-310,60239,0.4646,forrageando
1,1704264000,750135,531174,738,2367,3937,-94,-107,384,388,389,-266,51255,0.4147,forrageando
1,1704264300,750082,531001,808,2270,3925,-5228,-1355,358,-864,-285,258,47598,0.4957,forrageando
1,1704264600,750096,531411,1452,2091,3996,1136,-2394,-601,531,-293,-233,41024,0.4673,forrageando
1,1704264900,750164,531217,988,2284,3940,-1846,-4055,165,-742,786,-296,16113,0.4899,forrageando
1,1704265200,750211,531178,1007,2309,3918,-2990,825,-799,-422,63,57,32490,0.4733,forrageando
1,1704265500,750254,531487,415,2464,3915,-687,-772,-152,368,693,463,7805,0.4918,forrageando
1,1704265800,750315,531719,364,2447,3938,3100,1338,-1383,138,-241,532,12250,0.4441,forrageando
1,1704266100,750257,531868,1437,2141,3929,136,552,-1237,418,551,-31,45693,0.5209,forrageando
1,1704266400,750256,531807,564,2373,3989,-4421,2946,-738,-296,-504,146,63897,0.5943,forrageando
1,1704266700,750272,531807,871,2327,3942,-326,1648,-1336,734,12,311,25487,0.5415,forrageando
1,1704267000,750286,531704,1137,2213,3971,1447,23,-81,-260,-93,318,33985,0.4691,forrageando
1,1704267300,750270,531475,237,2383,3966,7216,1874,-596,-495,-546,-477,52924,0.5127,forrageando
1,1704267600,750262,531431,839,2324,3994,414,-1321,-1223,68,124,254,33739,0.5242,forrageando
1,1704267900,750277,531443,941,2447,3987,4961,-144,-720,597,60,-79,6770,0.4201,forrageando
1,1704268200,750319,531421,750,2352,3980,-2925,-3663,-422,-92,-938,5,19478,0.4508,forrageando
1,1704268500,750253,531519,743,2343,3994,328,243,-1634,1146,604,-179,33970,0.6304,forrageando
1,1704268800,750258,531497,1143,2337,3975,-1275,3463,-48,-1152,-339,-567,41015,0.5536,forrageando
1,1704269100,750291,531413,895,2237,3952,2326,436,410,223,33,190,10884,0.6548,forrageando
1,1704269400,750298,531364,1336,2252,3969,-637,-2318,-2695,-541,-276,-166,21163,0.5555,forrageando
1,1704269700,750315,531279,315,2388,3944,-2,3977,-1751,314,-73,275,1044,0.5933,forrageando
1,1704270000,750339,531205,449,2393,3955,1700,1175,-301,367,-47,-460,51786,0.508,forrageando
1,1704270300,750352,531256,1286,2327,3940,844,896,-839,-380,759,-352,19810,0.5013,forrageando
1,1704270600,750298,531279,729,2400,3938,4135,-778,-1813,-103,502,203,12007,0.5245,forrageando
1,1704270900,750290,531361,538,2468,3943,-3200,-799,857,23,344,6,37827,0.6085,forrageando
1,1704271200,750259,531461,1080,2298,3982,-1768,-1998,-955,-368,-420,-68,26273,0.3959,forrageando
1,1704271500,750246,531351,1429,2267,3960,1496,2060,-846,140,510,148,41217,0.574,forrageando
1,1704271800,750212,531389,323,2475,3997,1238,-1476,1495,-257,374,46,62706,0.6472,forrageando
1,1704272100,750244,531476,1064,2264,3973,-975,850,-1554,30,741,218,13045,0.5043,forrageando
1,1704272400,750255,531354,2234,410,3993,-3431,-3676,-392,32,-541,619,17661,0.4691,forrageando
1,1704272700,750211,531032,2287,475,3966,857,1049,-1196,-863,-33,56,3883,0.5139,forrageando
