id,timestamp,lat,lon,depth_dm,temp_cC,batt_mV,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,crc16,p_forrageio,comportamento
1,1705546800,749810,532029,1546,2213,3946,483,-84,-513,286,27,33,9623,0.4039,busca
1,1705547100,749839,531879,1225,2192,3944,-336,-700,-577,-103,-158,-89,58377,0.463,busca
1,1705547400,749747,531953,1121,2226,3995,1754,-619,-488,-41,-416,-32,41850,0.367,busca
1,1705547700,749716,532171,1714,2098,3911,729,2137,-391,34,462,-15,57569,0.4517,busca
1,1705548000,749733,532425,1069,2293,3936,630,1304,-975,222,-73,-163,5114,0.4598,busca
1,1705548300,749710,532308,1271,2214,3900,204,453,-1233,-96,-173,-314,3667,0.3795,busca
1,1705548600,749732,532233,954,2349,3926,-155,-656,-751,-35,-507,146,57850,0.4132,busca
1,1705548900,749716,531844,1079,2186,3991,1038,214,-549,-176,-181,17,1717,0.3734,busca
1,1705549200,749743,532070,494,2456,3991,1554,1243,-471,-11,-3,-119,62878,0.4519,busca
1,1705549500,749755,532328,1462,2229,3991,-711,-150,-1219,304,-104,96,49310,0.4787,busca
1,1705549800,749819,532510,615,2360,3965,851,-591,-370,216,143,74,16581,0.5424,busca
1,1705550100,749796,532598,1498,2140,3929,21,16,156,184,72,124,37997,0.4673,busca
1,1705550400,749880,532681,1080,2313,3906,-105,63,-457,-134,97,35,36042,0.524,busca
1,1705550700,749892,532734,1601,2259,3899,-295,179,-1528,-157,149,-106,51317,0.4499,busca
1,1705551000,749759,532711,1513,2218,3968,-57,599,-486,18,19,151,15768,0.3006,busca
1,1705551300,749762,532409,1507,2161,3969,239,-22,-884,293,355,46,62831,0.3851,busca
1,1705551600,749757,532227,593,2371,3907,-1901,-1311,-306,-43,-17,6,43300,0.4601,busca
1,1705551900,749794,532354,1694,2145,3982,-52,-695,-382,-63,-64,55,50650,0.4543,busca
1,1705552200,749779,532123,1391,2177,3998,1243,828,-453,14,-151,-1,37958,0.3392,busca
1,1705552500,749632,532251,1140,2263,3990,2629,670,-406,220,-168,218,10947,0.3542,busca
1,1705552800,749659,532452,1441,2217,3991,628,-1519,-840,122,-42,4,34625,0.4981,busca
1,1705553100,749572,532412,1712,2102,3968,1307,-36,-1264,-97,-409,-160,11375,0.4439,busca
1,1705553400,749541,532664,959,2263,3913,685,-233,-1304,-665,152,389,20962,0.3681,busca
