id,timestamp,lat,lon,depth_dm,temp_cC,batt_mV,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,crc16,p_forrageio,comportamento
1,1704682800,749810,532029,1069,2214,3990,1732,-58,-908,-134,-24,-26,13342,0.4625,busca
1,1704683100,749807,531819,1915,2071,3972,1716,238,-915,-292,121,150,53007,0.4971,busca
1,1704683400,749772,531570,1714,2130,3985,1886,-134,-826,-47,-8,-59,16675,0.403,busca
1,1704683700,749805,531730,1103,2176,3975,1618,-254,-1346,-72,-296,-85,61465,0.3792,busca
1,1704684000,749784,532013,692,2349,3971,-233,-681,-105,252,-240,152,40555,0.5798,busca
1,1704684300,749770,531963,531,2433,3912,1736,-695,-88,-211,217,-131,18135,0.3884,busca
1,1704684600,749769,531667,1988,2096,3915,421,557,-977,173,-294,124,32545,0.3128,busca
1,1704684900,749864,531670,529,2380,3913,2615,-1255,328,-163,86,-99,50818,0.3265,busca
1,1704685200,749839,531421,1635,2202,3933,-700,-384,-247,-536,176,18,13934,0.4436,busca
1,1704685500,749902,531294,1505,2218,3997,918,1189,-407,204,132,-124,14812,0.5776,busca
1,1704685800,749883,531318,818,2412,3995,-56,-122,-832,113,545,-30,37669,0.4508,busca
1,1704686100,749886,531521,1956,2072,3946,620,-355,-936,45,-112,-302,51234,0.3511,busca
1,1704686400,749846,531270,1575,2143,3905,1535,1615,-869,-92,57,-178,56188,0.4443,busca
1,1704686700,749833,530905,796,2406,3974,-835,565,-719,-414,-7,210,40233,0.5088,busca
1,1704687000,749826,530825,1437,2173,3936,495,-275,-31,-4,41,121,47242,0.3598,busca
1,1704687300,749902,530799,1837,2168,3918,206,331,19,1,121,109,42359,0.519,busca
1,1704687600,749885,530762,1101,2276,3981,1750,1099,-1106,8,70,-292,55419,0.4058,busca
1,1704687900,749946,530461,1192,2256,3938,-1581,822,-1102,21,-95,190,9818,0.3315,busca
1,1704688200,749880,529970,1959,2079,3948,-711,-388,-1275,-522,270,-138,22936,0.4065,busca
1,1704688500,749860,530169,621,2452,3960,-1211,1376,-865,-34,-502,50,62187,0.5463,busca
1,1704688800,749901,530193,439,2474,3966,-1207,1993,-249,-26,213,-85,63305,0.3959,busca
1,1704689100,749896,530463,497,2352,3987,-1653,1100,-382,270,432,-55,34187,0.4608,busca
1,1704689400,749892,530356,657,2382,3902,618,1373,-891,210,104,40,27426,0.5417,busca
1,1704689700,749874,530344,740,2367,3937,1576,1102,-1524,77,140,-87,3634,0.3819,busca
1,1704690000,749913,530395,308,2504,3918,-531,1740,-823,-63,-191,-141,6145,0.394,busca
