id,timestamp,lat,lon,depth_dm,temp_cC,batt_mV,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,crc16,p_forrageio,comportamento
1,1705892400,759643,1131460,429,2438,3945,2951,543,12,-122,-94,20,7665,0.4564,busca
1,1705892700,759600,1131411,752,2298,3998,-250,1101,3,368,1,150,33701,0.4335,busca
1,1705893000,759575,1131833,773,2397,3981,642,247,-1316,140,28,101,18789,0.4177,busca
1,1705893300,759601,1131995,1490,2104,3966,1909,509,-616,-55,242,63,63202,0.4793,busca
1,1705893600,759580,1132096,770,2331,3976,963,-301,209,-255,-51,-1,3084,0.5048,busca
1,1705893900,759564,1132177,392,2358,3946,-498,1473,-214,178,-4,-53,52096,0.3401,busca
1,1705894200,759488,1132190,1973,2129,3942,1172,631,161,-33,79,-58,20101,0.6169,busca
1,1705894500,759475,1132308,875,2206,3971,-107,399,-1207,243,-91,-180,25920,0.3902,busca
1,1705894800,759403,1132379,945,2357,3911,106,76,-1060,157,-94,-12,31764,0.5582,busca
1,1705895100,759409,1132424,698,2373,3902,2842,-592,-803,254,438,365,13076,0.5258,busca
1,1705895400,759410,1132464,1583,2184,3976,1511,599,229,-367,-273,31,39976,0.4922,busca
1,1705895700,759406,1132147,1362,2226,3931,322,811,-217,-13,256,-119,30851,0.3505,busca
1,1705896000,759325,1132218,1388,2203,3959,-556,487,-640,5,26,76,1561,0.5522,busca
1,1705896300,759333,1132237,2041,2130,3948,726,163,-149,221,100,208,34117,0.465,busca
1,1705896600,759405,1132557,934,2271,3956,-616,280,-565,103,451,35,41752,0.3831,busca
1,1705896900,759451,1132394,1642,2237,3925,1772,725,-227,70,26,-58,65406,0.3153,busca
1,1705897200,759414,1132172,1721,2115,3981,2051,877,-475,415,-145,-185,34272,0.4599,busca
1,1705897500,759488,1132140,654,2281,3960,1048,-1131,-768,-94,-42,-87,49070,0.4369,busca
1,1705897800,759474,1131650,1572,2230,3973,-1342,325,-1399,-65,205,-151,20941,0.5203,busca
1,1705898100,759465,1131469,1099,2205,3934,529,1141,-746,183,39,25,47710,0.4445,busca
1,1705898400,759500,1131192,1173,2175,3950,77,-187,-473,-237,3,109,29062,0.562,busca
1,1705898700,759514,1131287,843,2341,3955,970,49,-127,-103,293,-38,15464,0.453,busca
1,1705899000,759470,1131110,525,2335,3955,921,1574,-927,-80,385,101,35377,0.4825,busca
1,1705899300,759346,1131203,600,2355,3989,259,810,-122,-186,-50,-10,6593,0.5149,busca
1,1705899600,759334,1131214,1066,2282,3958,1151,348,-597,-267,193,46,2668,0.39,busca
1,1705899900,759417,1130874,1155,2329,3927,1401,-936,374,-204,-118,-268,46690,0.4964,busca
1,1705900200,759392,1130769,1615,2190,3998,750,499,-876,154,-179,-79,20033,0.4587,busca
1,1705900500,759382,1131080,996,2266,3984,-630,-17,-226,265,-269,105,16461,0.3718,busca
1,1705900800,759292,1131168,1104,2322,3911,139,-507,-1199,-151,138,-52,47050,0.5082,busca
1,1705901100,759296,1131066,418,2389,3908,1328,128,111,-37,280,207,14833,0.5888,busca
1,1705901400,759320,1131078,375,2390,3995,-1418,-338,-511,254,122,68,46249,0.4277,busca
1,1705901700,759368,1131042,1592,2180,3950,992,2038,-566,-144,243,-109,15754,0.5383,busca
1,1705902000,759362,1131132,1112,2324,3922,1489,451,-495,-82,136,-218,45368,0.4366,busca
1,1705902300,759306,1130859,737,2242,3927,609,-552,-479,-208,103,-77,15132,0.4246,busca
1,1705902600,759257,1131030,1143,2204,3976,2607,-657,408,-98,-83,-44,5143,0.5102,busca
1,1705902900,759262,1130995,934,2288,3933,1261,384,-247,-264,-191,-125,22174,0.3671,busca
1,1705903200,759201,1131183,462,2410,3977,458,945,-904,-126,-270,114,63471,0.4243,busca
1,1705903500,759155,1131081,521,2372,3964,-539,281,-85,361,145,-21,34234,0.5043,busca
1,1705903800,759151,1131007,406,2422,3972,-333,591,-556,239,167,70,5163,0.403,busca
1,1705904100,759208,1131054,990,2402,3958,-581,-42,-952,7,-116,-84,13919,0.4553,busca
1,1705904400,759187,1130993,802,2251,3904,-835,-745,-230,140,103,-22,17881,0.4876,busca
1,1705904700,759212,1130868,1770,2148,3985,408,-39,-947,-421,15,329,35945,0.4705,busca
1,1705905000,759199,1130743,652,2289,3921,1259,771,-1241,-308,327,-22,3197,0.5278,busca
1,1705905300,759211,1130648,898,2389,3978,1481,1599,-1510,-404,183,-123,6804,0.3373,busca
1,1705905600,759336,1130990,1667,2135,3993,2009,-593,-1012,-88,-386,-255,51668,0.4922,busca
1,1705905900,759324,1131177,1877,2086,3922,2212,-1047,-573,-14,-37,23,61489,0.5322,busca
1,1705906200,759362,1131188,1495,2323,3966,1467,-186,-674,-4,177,-28,16933,0.5315,busca
1,1705906500,759334,1131137,1438,2114,3951,-1132,-257,-714,370,-276,34,12130,0.5523,busca
1,1705906800,759351,1131055,1678,2159,3932,662,162,-25,-31,89,-71,41578,0.4298,busca
1,1705907100,759378,1131091,608,2343,3947,404,1007,-53,156,-239,28,4861,0.5858,busca
1,1705907400,759360,1131229,1646,2201,3918,1673,-879,9,230,-123,-155,24881,0.4793,busca
