id,timestamp,lat,lon,depth_dm,temp_cC,batt_mV,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,crc16,p_forrageio,comportamento
1,1705719600,749810,532029,1583,2182,3990,-542,710,744,-85,71,151,65305,0.217,busca
1,1705719900,749744,532014,1318,2211,3906,1298,-349,-1074,16,-39,-43,16151,0.3034,busca
1,1705720200,749710,532345,672,2437,3949,2542,-284,-896,8,235,152,13499,0.4131,busca
1,1705720500,749743,532230,816,2286,3930,7,-1411,-504,76,10,30,12413,0.3944,busca
1,1705720800,749870,532167,1634,2226,3933,1583,1224,-532,188,-156,-83,64826,0.4074,busca
1,1705721100,749858,532281,661,2345,3916,1320,719,-214,-159,20,152,7593,0.3829,busca
1,1705721400,749962,532237,1434,2307,3912,-149,-942,-249,172,-34,-265,51306,0.3674,busca
1,1705721700,749871,532539,1566,2187,3997,2025,-307,-1243,-589,-170,122,1874,0.4733,busca
1,1705722000,749938,532470,1895,2124,3942,-1917,-1284,-573,-17,310,266,20608,0.3175,busca
1,1705722300,749921,532836,1133,2221,3912,1595,935,-793,139,-75,271,58824,0.4065,busca
1,1705722600,749878,532965,808,2369,3961,1521,-315,-229,78,-29,52,44619,0.3586,busca
1,1705722900,749914,532942,803,2407,3986,-259,670,-514,-12,130,-1,38763,0.4133,busca
1,1705723200,750012,532796,758,2392,3976,1749,-331,-882,-52,216,-56,57792,0.3944,busca
1,1705723500,750017,532537,1911,2115,3946,-1464,-101,744,88,0,216,5458,0.3788,busca
1,1705723800,750150,532619,411,2492,3972,170,628,-670,150,296,-9,999,0.4525,busca
1,1705724100,750122,532561,1542,2194,3996,95,-1280,303,-30,-46,207,42033,0.4503,busca
1,1705724400,750217,532370,1381,2147,3986,-674,-736,-947,-216,-27,-166,1421,0.3995,busca
1,1705724700,750287,532574,1933,2090,3937,-923,183,-101,-24,13,-35,25014,0.4324,busca
1,1705725000,750267,532463,1007,2303,3922,121,-1365,-617,-16,294,-102,1945,0.452,busca
1,1705725300,750330,532454,1749,2110,3995,664,353,-462,-32,-126,3,50220,0.3704,busca
1,1705725600,750293,532746,1431,2182,3986,660,-293,-380,55,-11,107,38149,0.4512,busca
1,1705725900,750337,532726,1674,2153,3957,1476,254,-424,137,78,-238,31373,0.4328,busca
1,1705726200,750288,532270,1129,2249,3998,40,896,-534,-160,323,-186,10863,0.4625,busca
1,1705726500,750335,532276,1037,2342,3910,519,943,-1023,-75,158,180,36523,0.4733,busca
1,1705726800,750278,532271,786,2270,3923,-2146,-832,-1095,-173,-336,143,49749,0.4461,busca
1,1705727100,750237,532375,930,2306,3919,946,898,-346,98,-109,47,8815,0.381,busca
1,1705727400,750320,532808,823,2380,3995,443,-193,-1149,162,-69,60,13259,0.3922,busca
1,1705727700,750358,532933,591,2350,3909,572,1536,-1255,-184,-37,-280,3222,0.4416,busca
1,1705728000,750348,533147,1769,2043,3949,190,21,263,227,258,-413,53271,0.4453,busca
1,1705728300,750305,533027,323,2456,3943,1163,-387,748,40,-177,-217,52573,0.5046,busca
1,1705728600,750307,533154,1002,2184,3952,851,-340,153,-82,312,-61,5155,0.4664,busca
1,1705728900,750296,532929,1119,2367,3912,-151,-453,-361,-25,212,191,25187,0.5133,busca
1,1705729200,750277,533010,1041,2305,3976,2111,-827,-515,-313,42,-16,62251,0.4824,busca
1,1705729500,750210,532598,972,2253,3940,2257,-480,-1237,-321,94,28,49296,0.4598,busca
1,1705729800,750216,532476,1290,2197,3921,-81,-525,-102,-262,-46,-128,34577,0.4905,busca
1,1705730100,750233,532831,1936,2109,3922,1127,-830,-91,96,-198,-153,12943,0.3486,busca
1,1705730400,750332,532779,397,2324,3953,-40,-2130,-1199,-62,-10,29,64356,0.4815,busca
