id,timestamp,lat,lon,depth_dm,temp_cC,batt_mV,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,crc16,p_forrageio,comportamento
1,1706065200,749810,532029,1776,2076,3928,621,-1187,-27,68,40,-277,43314,0.3352,busca
1,1706065500,749904,532082,1659,2165,3984,1930,157,122,-50,346,46,11264,0.3545,busca
1,1706065800,749903,532315,407,2593,3957,-12,-155,-1004,118,158,0,6565,0.4285,busca
1,1706066100,749935,532638,1938,2130,3957,2823,-347,-325,-176,275,-81,34741,0.3082,busca
1,1706066400,750031,532864,1618,2202,3993,-476,2010,-644,207,-114,-5,26487,0.393,busca
1,1706066700,750053,532701,865,2343,3962,2036,484,-1476,-379,-229,49,17105,0.419,busca
1,1706067000,749979,533176,1405,2189,3909,795,-197,-403,256,16,311,25162,0.5004,busca
1,1706067300,749975,533209,1728,2089,3948,2916,-710,-1592,28,525,14,55273,0.3922,busca
1,1706067600,750053,533137,1161,2258,3946,921,62,-84,473,124,-165,22592,0.4175,busca
1,1706067900,750017,533285,607,2365,3924,1074,-599,-96,-144,38,181,48543,0.436,busca
1,1706068200,750110,533041,938,2319,3932,-848,-1010,-71,200,471,-210,18197,0.4592,busca
1,1706068500,750125,533230,1057,2288,3911,877,374,-244,205,-48,231,60171,0.5144,busca
1,1706068800,750103,533198,1125,2205,3950,-784,-2185,-432,-191,259,180,64036,0.4094,busca
1,1706069100,750098,533334,1413,2253,3989,-1171,-1659,-99,197,140,17,64007,0.5296,busca
1,1706069400,750138,533369,1166,2261,3967,627,-1257,-1039,-162,100,175,42059,0.3964,busca
1,1706069700,750191,533558,378,2428,3917,724,750,-409,29,-48,238,58193,0.5064,busca
1,1706070000,750179,533519,361,2449,3940,1684,-977,168,-160,-129,-129,14650,0.4676,busca
1,1706070300,750146,533765,1548,2119,3942,360,156,-271,110,507,189,52780,0.5157,busca
1,1706070600,750147,533706,993,2322,3903,1661,655,-457,287,-292,68,1510,0.5608,busca
1,1706070900,750138,533792,695,2296,3955,-1315,-2029,-393,-121,-37,124,17873,0.4526,busca
1,1706071200,750073,533966,1886,2070,3995,325,157,-1140,161,200,-59,32516,0.4517,busca
1,1706071500,750091,533882,804,2352,3977,-1305,655,336,244,198,8,42195,0.5067,busca
1,1706071800,750061,533829,1742,2306,3923,1266,877,-780,54,33,-8,8108,0.4567,busca
1,1706072100,750053,533978,389,2361,3910,1955,1201,-229,-278,-76,-100,43030,0.419,busca
1,1706072400,750125,534062,1393,2239,3923,2058,-200,-75,255,134,-11,34027,0.4225,busca
1,1706072700,750191,534131,1907,2058,3994,349,458,320,166,234,71,50501,0.4379,busca
1,1706073000,750250,533881,567,2467,3964,79,-239,-853,-516,72,4,45304,0.4806,busca
1,1706073300,750250,534105,1051,2344,3973,1303,783,-1131,-5,326,147,57058,0.402,busca
1,1706073600,750259,534257,1064,2363,3993,-1340,841,-395,253,51,34,37751,0.2756,busca
1,1706073900,750343,534511,662,2290,3906,783,-699,-213,-146,-415,-122,59122,0.5228,busca
1,1706074200,750353,534612,1953,2128,3987,-1604,545,-279,-120,161,-164,4845,0.4755,busca
1,1706074500,750330,534547,1622,2153,3996,449,-942,-118,311,-182,-159,29756,0.5299,busca
1,1706074800,750345,534454,961,2291,3939,430,1,-1703,168,-229,-66,44528,0.438,busca
1,1706075100,750280,534377,1815,2139,3964,450,592,74,389,195,271,29405,0.5741,busca
1,1706075400,750293,534310,1282,2254,3935,1595,-542,-1133,-95,-40,119,49202,0.4558,busca
1,1706075700,750303,534494,1446,2257,3972,-673,1055,-469,-472,51,-148,12539,0.5044,busca
1,1706076000,750300,534567,646,2259,3956,1006,505,-1035,130,-35,241,56599,0.449,busca
1,1706076300,750331,534334,786,2327,3910,-645,0,64,-80,-162,4,33879,0.6011,busca
1,1706076600,750328,534255,1699,2103,3936,1895,-506,-117,84,-34,7,57460,0.4978,busca
1,1706076900,750248,534203,1807,2140,3960,756,-113,-403,178,324,47,43989,0.4968,busca
1,1706077200,750201,534168,1499,2260,3918,-514,-935,-841,-16,138,18,20931,0.5943,busca
1,1706077500,750195,534036,1149,2301,3993,380,-632,547,-37,144,64,50645,0.5694,busca
1,1706077800,750189,533963,512,2341,3927,-820,-893,-365,-40,-388,-164,24520,0.5291,busca
1,1706078100,750184,534028,1762,2054,3957,55,-572,395,-354,227,44,24651,0.3179,busca
1,1706078400,750104,534146,843,2333,3913,2849,321,133,-7,-258,55,58583,0.4874,busca
1,1706078700,750183,533968,1049,2286,3993,114,733,198,-120,104,-208,15160,0.3914,busca
1,1706079000,750168,533826,637,2404,3985,9,-1322,-1602,218,205,91,32413,0.5683,busca
1,1706079300,750149,533859,1041,2291,3945,-1238,-223,-861,-102,-20,-62,51286,0.4684,busca
1,1706079600,750213,533817,649,2350,3921,773,-695,-2425,165,-187,119,61504,0.5193,busca
1,1706079900,750200,533681,502,2349,3911,369,-940,-366,146,-372,-56,31120,0.5073,busca
1,1706080200,750180,533635,418,2322,3940,-93,-890,-994,433,-133,27,6757,0.5219,busca
1,1706080500,750164,533679,777,2311,3960,1322,-552,-547,100,-30,-191,35785,0.6417,busca
1,1706080800,750152,533709,497,2396,3984,2400,-675,-510,-107,-281,291,10601,0.4584,busca
1,1706081100,750120,533457,1906,2140,3903,579,-440,-1167,360,-341,71,3230,0.6218,busca
1,1706081400,750113,533379,562,2401,3909,-620,1393,-353,128,131,30,29059,0.5103,busca
1,1706081700,750143,533356,698,2384,3989,53,-124,-557,-320,-166,185,47095,0.4518,busca
1,1706082000,750128,533149,1369,2160,3907,2282,-665,-530,-53,78,147,28854,0.4321,busca
1,1706082300,750071,533060,1323,2276,3964,1996,-91,-77,81,9,51,14989,0.5887,busca
1,1706082600,750048,533090,1926,2018,3903,1169,-668,-367,-225,-255,-186,17414,0.3697,busca
1,1706082900,750086,533218,1185,2282,3946,670,286,-946,-63,-20,151,11914,0.4973,busca
1,1706083200,750052,532882,1379,2240,3930,1112,-572,180,100,265,68,57873,0.4657,busca
